企业名称,经营状态,信用代码,省份,城市,区域,城市基建,能源,交通,水利,工业服务,施工,设计/EPC,投资,其他,EPC,已清洗
常德常腾电力工程有限公司,存续,91430726MACULEC64E,湖南省,常德,石门,,电力,,,,施工,,,,,#N/A
常德承艺园林景观工程有限公司,存续,91430702MA4QPTQJ4T,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德城发项目咨询管理有限公司,存续,91430700745918991X,湖南省,常德,武陵,传统施工,,,,,,设计,,监理,,#N/A
常德晟景园林绿化有限公司,存续,91430700MA4RA2KE0H,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德程瑞园林工程有限公司,存续,91430723MADE60YN0G,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德赤峰实业总公司,存续,91430000186731409Y,湖南省,常德,澧县,,煤炭,,,,,,公投,,,#N/A
常德创利园林绿化有限公司,存续,91430703MA4RTU5M05,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德春城园艺园林绿化有限公司,存续,91430700722528317W,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德达牧环保工程施工有限公司,存续,91430722MA4RRTLD53,湖南省,常德,汉寿,环境环保,,,,,施工,,,,,#N/A
常德大川电力安装有限公司,存续,91430700MA4Q30GKX8,湖南省,常德,鼎城,,电力,,,,施工,,,,,#N/A
常德大地建筑装饰工程有限公司,存续,91430702064206104K,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德大山惠诚工程建设有限公司,存续,91430726MA4L3F078P,湖南省,常德,石门,传统施工,,,,,施工,,,,,#N/A
常德大元百花园林绿化工程有限公司,存续,91430724MA4RD1L30L,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德道胜园林有限公司,存续,91430700MAD527RJ28,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德德诚电力建设有限公司,存续,91430700774490592H,湖南省,常德,武陵,,电力,,,,施工,,,,,91430700774490592H
常德德辉电力工程有限公司,存续,91430700779045199J,湖南省,常德,武陵,,电力,,,,施工,,,,,#N/A
常德德茂防水保温工程有限公司,存续,91430700MA4QDB0Y7H,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德德能电力工程有限公司,存续,91430700MA4L8C3J43,湖南省,常德,武陵,,电力,,,,施工,,,,,#N/A
常德德顺元能源有限公司,存续,91430702MAE5L2904B,湖南省,湘潭,湘乡,城市燃气,,,,,,,社投,,,#N/A
常德德秀园林工程有限公司,存续,91430723MA4RGYL10W,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德点睛园林绿化工程有限公司,存续,91430700MA4T3AJ21Q,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德电丰新能源科技有限公司,存续,91430725MADX9GXP83,湖南省,长沙,开福,,电力,,,,,,社投,,,#N/A
常德鼎城区为民自来水有限公司,存续,91430703MA7CK63C3W,湖南省,常德,鼎城,供水(自来水）,,,,,,,社投,,,#N/A
常德鼎力投资开发有限公司,存续,914307035530012658,湖南省,常德,鼎城,传统施工,,,,,,,公投,,,914307035530012658
常德鼎立园林景观工程有限公司,存续,91430726MA4RNJUE18,湖南省,常德,石门,传统施工,,,,,施工,,,,,#N/A
常德东海之滨园林绿化有限公司,存续,91430724MA4R43FP9H,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德东恒建设工程有限公司,存续,91430703MA4PE4RM61,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德东泽园林绿化工程有限公司,存续,91430702MA4QW3FF9L,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德芳树园林景观工程有限责任公司,存续,91430700MA7G143186,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德枫宏园林绿化工程有限公司,存续,91430723MABTLHGU13,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德富喜建筑工程有限公司,存续,91430700MA4R87TL8W,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德钢玉防水保温工程有限公司,存续,91430702344743799J,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德高哥园林有限公司,存续,91430700MAD6YP1H57,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德古丰园林绿化有限公司,存续,91430724MA7MME4L5Y,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德古山园林绿化有限公司,存续,91430724MA4RRMAXXX,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德冠业防水工程有限公司,存续,91430700MA4QQPGN83,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德广能新能源有限公司,存续,91430724MA4P97M48B,湖南省,常德,临澧,城市供热,,,,,,,社投,,,#N/A
常德广泰园林有限公司,存续,91430781MA7B7Y8441,湖南省,常德,津市,传统施工,,,,,施工,,,,,#N/A
常德国力变压器有限公司,存续,91430700186504855U,湖南省,常德,鼎城,,电力,,,,施工,,,,,#N/A
常德海建电力科技有限公司,存续,91430700MA4TF4PY0G,湖南省,常德,武陵,,电力,,,,,,公投,,,91430700MA4TF4PY0G
常德海维天然气有限公司,存续,9143070339602901XF,湖南省,长沙,岳麓,城市燃气,,,,,,,社投,,,#N/A
常德涵宇园林景观工程有限公司,存续,91430723MA4RE4F1XY,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德昊荣园林绿化工程有限公司,存续,91430725MA4RMFMBXX,湖南省,常德,桃源,传统施工,,,,,施工,,,,,#N/A
常德浩然园林绿化有限公司,存续,91430700MA4Q8RWE32,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德合胜园林绿化有限公司,存续,91430700MA7AMR7K0R,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德河沙环境科技有限公司,存续,91430700MADFPDMKXX,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德恒冠建筑工程有限公司,存续,91430726MACHTHAB2C,湖南省,常德,石门,,,,水利,,施工,,,,,#N/A
常德恒兴建设监理有限公司,存续,914307227767913993,湖南省,常德,汉寿,,,,水利,,施工,,,,,#N/A
常德恒源管道燃气有限公司,存续,91430700578625672A,湖南省,张家界,桑植,城市燃气,,,,,,,社投,,,#N/A
常德弘涵建筑工程有限公司,存续,91430726MACBYDYM67,湖南省,常德,石门,,,,水利,,施工,,,,,#N/A
常德弘汉水下工程有限公司,存续,91430722MADAJCBB6N,湖南省,常德,汉寿,,,,水利,,施工,,,,,#N/A
常德弘昇建设工程有限公司,存续,91430104MA4RE0WRX5,湖南省,常德,武陵,传统施工,,,,,施工,,,,,91430104MA4RE0WRX5
常德宏程电力服务有限公司,存续,91430700768047658X,湖南省,常德,鼎城,,电力,,,,施工,,,,,#N/A
常德泓宇园林工程有限公司,存续,91430703MA4M0M9M10,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德虹琰环保科技有限公司,存续,91430702MA4RNX6Q5E,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德花界园艺有限公司,存续,91430702MA7BG5GB23,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德花领园艺有限公司,存续,91430702MA4RY26M8F,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德花岩溪自来水有限责任公司,存续,91430703MAD6EMQLX8,湖南省,常德,鼎城,供水(自来水）,,,,,,,社投,,,#N/A
常德华丰燃气有限公司,存续,91430703743155003B,湖南省,益阳,桃江,城市燃气,,,,,,,社投,,,#N/A
常德华网电力建设有限公司,存续,914307227533851447,湖南省,常德,汉寿,,电力,,,,施工,,,,,914307227533851447
常德荟宇生态园林有限公司,存续,91430702MA4RE8KQ7Q,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德吉达环境治理有限公司,存续,91430723MA4RGGRCX9,湖南省,常德,澧县,环境环保,,,,,,,社投,,,#N/A
常德吉鑫能源科技有限公司,存续,914307810538830540,湖南省,常德,武陵,城市供热,,,,,,,社投,,,#N/A
常德集水环境治理有限责任公司,存续,91430723MA4PMGBJ6A,湖南省,常德,澧县,环境环保,,,,,,,社投,,,#N/A
常德集水水务有限责任公司,存续,914307006780493509,湖南省,常德,澧县,水务,,,,,,,社投,,,#N/A
常德佳盛节能节水科技开发有限公司,存续,91430703782854747G,湖南省,常德,鼎城,水务,,,,,,,社投,,,#N/A
常德嘉好环境产业有限公司,存续,91430724MA4T20TU1Q,湖南省,常德,临澧,环境环保,,,,,,,社投,,,#N/A
常德嘉会园林绿化工程有限公司,存续,91430722MA7HL6TL2R,湖南省,常德,汉寿,传统施工,,,,,施工,,,,,#N/A
常德捷成建筑工程有限公司,存续,914307000682405376,湖南省,常德,武陵,传统施工,,,,,施工,,,,,914307000682405376
常德金巢园林绿化工程有限公司,存续,91430702MA4T83GH34,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德金伙伴河湖治理工程建筑有限公司,存续,91430723MA4RTR5D99,湖南省,常德,澧县,,,,水利,,施工,,,,,#N/A
常德金陵自来水有限公司,存续,91430700MA4PABR895,湖南省,常德,鼎城,供水(自来水）,,,,,,,社投,,,#N/A
常德金满建材销售有限公司,存续,91430703MA4M6TP13K,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德金枚矿业有限公司,存续,91430726MA4TCP59X6,湖南省,常德,石门,,,,,,,,公投,,,#N/A
常德金全园林景观有限责任公司,存续,91430700MA7EP38N60,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德津市北控城乡水务有限公司,存续,91430781MA4PDDJ12G,湖南省,常德,津市,水务,,,,,,,社投,,,#N/A
常德锦上园林绿化有限公司,存续,91430702MA4Q9PQE5P,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德经投工程咨询有限公司,存续,914307027225802709,湖南省,常德,武陵,,,,水利,,施工,,,,,#N/A
常德景峰园林绿化有限公司,存续,91430702MAC6YW5334,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德景禾园林绿化工程有限公司,存续,91430722MA7AFT5H01,湖南省,常德,汉寿,传统施工,,,,,施工,,,,,#N/A
常德景宏园林绿化有限公司,存续,91430724MA4QCFRU1P,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德景美园林绿化工程有限公司,存续,91430726MA4QT3U056,湖南省,常德,石门,传统施工,,,,,施工,,,,,#N/A
常德景森园林绿化有限公司,存续,91430702MAD73LJT96,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德久华园林绿化工程有限公司,存续,91430702MA7C270M01,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德玖和建设工程有限公司,存续,91430722MA4L6BXT31,湖南省,常德,汉寿,传统施工,,,,,施工,,,,,#N/A
常德涓泰园林工程有限公司,存续,91430723MA4TB09G9W,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德君达园林绿化工程有限公司,存续,91430700MAC4QLC83N,湖南省,常德,桃源,传统施工,,,,,施工,,,,,#N/A
常德俊达园林绿化有限公司,存续,91430702MA4RR8F54A,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德俊桦园林绿化有限公司,存续,91430703MA7AL5QY0Q,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德康亿园林绿化有限公司,存续,91430725MA4RRTRA94,湖南省,常德,桃源,传统施工,,,,,施工,,,,,#N/A
常德科顺材料科技有限公司,存续,91430700MA4T5TEG76,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德鲲鹏建筑工程有限公司,存续,91430724MAD6HR5M4H,湖南省,常德,临澧,,,,水利,,施工,,,,,#N/A
常德兰禹园林绿化工程有限责任公司,存续,91430723MA4T54TC1Y,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德蓝舍城乡环卫绿化工程有限公司,存续,91430722MA4QCNLR0U,湖南省,常德,汉寿,传统施工,,,,,施工,,,,,#N/A
常德蓝天建筑有限公司,存续,91430703186613568K,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,91430703186613568K
常德懒猫园林绿化工程有限公司,存续,91430700MA4R21NT6C,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德磊盛建筑工程有限公司,存续,91430700320689484Y,湖南省,常德,武陵,传统施工,,,,,施工,,,,,91430700320689484Y
常德澧州湘燃燃气有限公司,存续,91430723MAE3JAKQ6M,湖南省,郴州,桂阳,城市燃气,,,,,,,社投,,,#N/A
常德立恒园林有限公司,存续,91430700MA4R7RJ1X7,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德立君园林绿化有限公司,存续,91430702MA4T2QJP8E,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德利创园林工程有限公司,存续,91430703MA4T26GU5A,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德联泰水务有限公司,存续,91430703MA4PB1NR7A,湖南省,常德,鼎城,水务,,,,,,,社投,,,#N/A
常德柳湖园林绿化工程有限公司,存续,91430702MA4QTJXAXR,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德柳叶湖旅游度假区旭翔园林绿化有限公司,存续,91430700MACHRGPG50,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德龙舞污水处理有限公司,存续,91430725MA7D9EDL3Q,湖南省,常德,桃源,供水(自来水）,,,,,,,社投,,,#N/A
常德镂金翠园林绿化工程有限公司,存续,91430702MA7B9HA68Y,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德绿景园林绿化有限公司,存续,91430723MA4Q0BT53L,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德茂德能源有限公司,存续,91430703MAE8M9T84L,湖南省,株洲,攸县,城市燃气,,,,,,,社投,,,#N/A
常德猛鑫河湖治理工程建筑有限公司,存续,91430723MA7C4XM377,湖南省,常德,澧县,,,,水利,,施工,,,,,#N/A
常德梦溪园林工程有限公司,存续,91430700MA4M6ADJ2A,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德梦翔园林绿化有限公司,存续,91430725MA4T7BRF3H,湖南省,常德,桃源,传统施工,,,,,施工,,,,,#N/A
常德苗多多园林绿化工程有限公司,存续,91430724MA4PGQ4X0W,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德旻程市政建设有限公司,存续,91430700MA4M10QD1H,湖南省,常德,武陵,传统施工,,,,,施工,,,,,91430700MA4M10QD1H
常德铭峰水下工程有限公司,存续,91430702MA4L60QG2Q,湖南省,常德,武陵,,,,水利,,施工,,,,,#N/A
常德茉茉园林绿化有限公司,存续,91430721MA4PP7KMXK,湖南省,常德,安乡,传统施工,,,,,施工,,,,,#N/A
常德南洋园林绿化工程有限公司,存续,91430703MA4R2R0H2J,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德逆江九龙石油液化气有限公司,存续,91430703MA4L5BTA7K,湖南省,长沙,宁乡,城市燃气,,,,,,,社投,,,#N/A
常德宁致园林绿化工程有限公司,存续,91430702MA4TGJDY0H,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德鹏投建筑工程有限公司,存续,9143070006824057XE,湖南省,常德,津市,传统施工,,,,,施工,,,,,#N/A
常德清和污泥处理处置有限公司,存续,91430700070556362R,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德清捷环境治理有限公司,存续,91430702MAD3P9Y86F,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德清蓝水务有限公司,存续,914307007828684792,湖南省,常德,武陵,水务,,,,,,,社投,,,#N/A
常德清沅环境保护有限公司,存续,91430700MA4M5JPM28,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德秋梅园林有限公司,存续,91430700MAD7JUM02G,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德全进固体废物治理有限责任公司,存续,91430702MA7MA9ND1C,湖南省,常德,武陵,环境环保,,,,,,,社投,,,#N/A
常德人和建设有限公司,存续,914307006962327060,湖南省,常德,武陵,传统施工,,,,,施工,,,,,914307006962327060
常德荣锦园林绿化有限公司,存续,91430724MA4TCPT68C,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德蓉坤园林景观工程有限公司,存续,91430702MAC7TDHQXM,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德瑞明庭装饰工程有限公司,存续,91430702MA4LG28A99,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德瑞兴公路工程建设有限公司,存续,91430723MA4T04YWX6,湖南省,衡阳,常宁,,,,,,施工,,,,,#N/A
常德润本园林建设有限公司,存续,91430702MACXXHTT7K,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德润达建筑工程有限公司,存续,91430703MA4L56LJ6J,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,91430703MA4L56LJ6J
常德润沣园林景观有限公司,存续,91430723MA4T4LY65P,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德润跃建筑有限公司,存续,91430700MAC0GF6J09,湖南省,常德,鼎城,,,,,,施工,,,,,#N/A
常德三建园林绿化有限公司,存续,91430723MA4RQ196XR,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德森朗园林绿化有限公司,存续,91430702MAC08P0F36,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德森木园林绿化工程有限公司,存续,91430702MACTKQGY56,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德森欧园林有限责任公司,存续,91430723MA4RL20X9Q,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德森耀园林绿化工程有限公司,存续,91430724MACKYA2N0Q,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
常德山水人园林景观有限公司,存续,91430702MACFAFLD8H,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德上景园林建设有限公司,存续,91430723MA4TBUD64W,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德尚宇园林绿化有限公司,存续,91430723MA4R1AGP81,湖南省,常德,澧县,传统施工,,,,,施工,,,,,#N/A
常德沈家岗光伏电力有限责任公司,存续,91430703MA4L7E0U5G,湖南省,怀化,鹤城,,,,,,,,社投,,,#N/A
常德昇科装饰工程有限公司,存续,91430700MA4R2M0R0C,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德盛青园林有限公司,存续,91430703MA4R5YP40W,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德市安园园林景观有限公司,存续,91430703MA7J3D3R93,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德市盎然园林绿化工程有限公司,存续,91430703MA4RHU3TX3,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德市宝利隆建设工程有限责任公司,存续,91430725MA4M4RKJ2G,湖南省,常德,桃源,,,,水利,,施工,,,,,#N/A
常德市博美园林绿化有限公司,存续,91430702MA4PB143X3,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德市城锦园林绿化有限公司,存续,91430702MA7F2WF23B,湖南省,常德,武陵,传统施工,,,,,施工,,,,,#N/A
常德市城连园林绿化有限公司,存续,91430702MA4L50M94Y,湖南省,常德,鼎城,传统施工,,,,,施工,,,,,#N/A
常德市城市发展集团有限公司,存续,91430700MA4QWT7570,湖南省,常德,武陵,传统施工,,,,,,,社投,,,91430700MA4QWT7570
常德市城市建设投资集团有限公司,存续,91430700446435586N,湖南省,常德,武陵,传统施工,,,,,,,公投,,,91430700446435586N
常德市城镇建筑规划设计有限公司,存续,914307027700623044,湖南省,常德,武陵,传统施工,,,,,,设计,,,,#N/A
常德市创家园林绿化有限公司,存续,91430724MA4T81TH01,湖南省,常德,临澧,传统施工,,,,,施工,,,,,#N/A
